epoch,train_loss,val_loss,test_loss
1,1.69,1.23,1.22
2,1.12,0.97,0.96
3,0.90,0.83,0.83
4,0.78,0.72,0.73
5,0.68,0.68,0.70
6,0.60,0.60,0.61
7,0.54,0.65,0.67
8,0.47,0.59,0.61
9,0.41,0.58,0.58
10,0.36,0.58,0.60
