epoch,train_acc,val_acc,test_acc
1,10.95,9.95,10.00
2,10.96,9.95,10.00
3,10.95,9.95,10.00
4,11.04,9.95,10.00
5,10.96,9.95,10.00
6,10.94,9.95,10.00
7,10.95,9.95,10.00
8,10.91,9.95,10.00
9,10.98,9.95,10.00
10,10.96,9.95,10.00
