epoch,train_loss,val_loss,test_loss
1,1.80,1.33,1.33
2,1.17,0.98,0.99
3,0.85,0.82,0.83
4,0.59,0.77,0.78
5,0.34,0.87,0.91
6,0.17,1.03,1.05
7,0.10,1.36,1.38
8,0.07,1.29,1.31
9,0.06,1.14,1.15
10,0.05,1.34,1.36
