epoch,train_acc,val_acc,test_acc
1,33.77,52.99,53.16
2,58.52,65.73,64.74
3,70.62,71.16,71.28
4,79.84,74.00,73.25
5,88.48,74.73,73.57
6,94.47,74.34,74.04
7,96.77,74.17,73.40
8,97.60,74.90,73.93
9,97.93,72.91,72.70
10,98.27,74.77,74.39
