epoch,train_loss,val_loss,test_loss
1,4943.88,2.35,2.36
2,8.45,2.33,2.33
3,2.75,2.31,2.31
4,2.32,2.32,2.31
5,2.41,2.31,2.31
6,2.31,2.32,2.32
7,2.31,2.32,2.31
8,2.31,2.31,2.31
9,2.31,2.31,2.31
10,2.31,2.31,2.31
