epoch,train_acc,val_acc,test_acc
1,14.47,11.63,11.71
2,11.62,10.21,10.05
3,10.04,9.85,10.00
4,10.19,9.68,10.00
5,10.09,9.38,10.00
6,9.81,9.38,10.00
7,9.96,9.68,10.00
8,9.99,9.85,10.00
9,9.84,9.97,10.00
10,9.98,9.97,10.00
