,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8588588588588588,0.0,0.012012012012012012,0.015015015015015015,0.001001001001001001,0.0,0.10810810810810811,0.0,0.005005005005005005,0.0
Trouser,0.0,0.9908256880733946,0.0,0.0061162079510703364,0.0010193679918450561,0.0,0.0020387359836901123,0.0,0.0,0.0
Pullover,0.022857142857142857,0.0,0.8257142857142857,0.011428571428571429,0.06095238095238095,0.0,0.07238095238095238,0.0,0.006666666666666667,0.0
Dress,0.014548981571290009,0.019398642095053348,0.006789524733268671,0.8933074684772065,0.04267701260911736,0.0,0.01842870999030068,0.0,0.004849660523763337,0.0
Coat,0.004188481675392671,0.0031413612565445027,0.06387434554973823,0.018848167539267015,0.8481675392670157,0.0,0.05654450261780105,0.0,0.005235602094240838,0.0
Sandal,0.003976143141153081,0.0,0.0,0.0,0.0,0.9662027833001988,0.0,0.012922465208747515,0.004970178926441352,0.011928429423459244
Shirt,0.09264853977844914,0.0030211480362537764,0.05337361530715005,0.025176233635448138,0.07854984894259819,0.0,0.7391742195367573,0.0,0.008056394763343404,0.0
Sneaker,0.0,0.0,0.0,0.0,0.0,0.02021174205967276,0.0,0.9326275264677575,0.006737247353224254,0.04042348411934552
Bag,0.003076923076923077,0.0020512820512820513,0.0,0.003076923076923077,0.0020512820512820513,0.0,0.0071794871794871795,0.0,0.9825641025641025,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.007209062821833162,0.0,0.018537590113285273,0.0,0.9742533470648815
