epoch,train_loss,val_loss,test_loss
1,0.50,0.41,0.43
2,0.35,0.36,0.37
3,0.32,0.33,0.35
4,0.29,0.32,0.34
5,0.28,0.32,0.34
6,0.27,0.32,0.33
7,0.26,0.31,0.32
8,0.25,0.32,0.35
9,0.25,0.33,0.34
10,0.24,0.36,0.38
