epoch,train_acc,val_acc,test_acc
1,81.47,84.39,83.88
2,87.14,86.40,86.18
3,88.13,87.73,87.09
4,89.19,88.22,87.65
5,89.55,88.35,87.90
6,89.89,88.87,88.08
7,90.32,89.10,88.55
8,90.67,89.07,88.52
9,90.74,88.78,88.43
10,91.05,88.07,87.39
