epoch,train_acc,val_acc,test_acc
1,82.85,86.32,86.13
2,87.89,87.90,87.50
3,88.97,89.09,88.77
4,90.04,89.08,88.74
5,90.69,89.78,89.19
6,91.51,90.57,89.64
7,91.98,90.32,90.26
8,92.54,90.92,89.89
9,92.86,89.04,88.30
10,93.22,90.58,90.06
