epoch,train_loss,val_loss,test_loss
1,0.46,0.38,0.39
2,0.33,0.32,0.33
3,0.29,0.29,0.31
4,0.27,0.29,0.31
5,0.24,0.28,0.31
6,0.23,0.27,0.28
7,0.21,0.26,0.28
8,0.20,0.26,0.29
9,0.19,0.31,0.33
10,0.18,0.28,0.31
