epoch,train_acc,val_acc,test_acc
1,46.14,55.81,55.26
2,59.23,60.72,60.94
3,65.35,62.21,62.50
4,68.62,62.98,62.74
5,71.19,64.93,66.17
6,73.41,69.51,69.87
7,75.58,68.44,68.74
8,77.04,68.62,68.69
9,78.39,69.14,69.47
10,79.70,69.54,69.98
