epoch,train_loss,val_loss,test_loss
1,1.49,1.24,1.24
2,1.15,1.11,1.11
3,0.99,1.09,1.08
4,0.90,1.10,1.10
5,0.82,1.03,1.00
6,0.76,0.90,0.90
7,0.70,0.96,0.95
8,0.66,0.95,0.95
9,0.62,0.98,0.97
10,0.58,0.95,0.94
