epoch,train_loss,val_loss,test_loss
1,2.93,1.98,1.98
2,2.07,2.03,2.03
3,2.03,1.96,1.96
4,2.04,1.96,1.96
5,1.99,1.97,1.97
6,2.00,1.89,1.89
7,1.97,2.00,2.00
8,1.97,2.17,2.17
9,2.03,1.97,1.97
10,1.96,1.94,1.94
11,1.91,1.80,1.80
12,1.94,1.85,1.85
13,1.90,1.94,1.94
14,1.94,1.88,1.88
15,1.90,1.90,1.91
