,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.8568507157464212,0.002044989775051125,0.05930470347648262,0.012269938650306749,0.012269938650306749,0.003067484662576687,0.006134969325153374,0.010224948875255624,0.03374233128834356,0.00408997955010225
automobile,0.00998003992015968,0.9271457085828343,0.000998003992015968,0.005988023952095809,0.001996007984031936,0.000998003992015968,0.005988023952095809,0.003992015968063872,0.015968063872255488,0.02694610778443114
bird,0.010638297872340425,0.0,0.9179331306990881,0.019756838905775075,0.028875379939209727,0.0121580547112462,0.007598784194528876,0.00303951367781155,0.0,0.0
cat,0.015297906602254429,0.0008051529790660225,0.08051529790660225,0.6207729468599034,0.0861513687600644,0.11272141706924316,0.033011272141706925,0.043478260869565216,0.004830917874396135,0.0024154589371980675
deer,0.012578616352201259,0.0,0.07169811320754717,0.01509433962264151,0.869182389937107,0.01509433962264151,0.007547169811320755,0.00880503144654088,0.0,0.0
dog,0.005655042412818096,0.0,0.05372290292177191,0.08388312912346843,0.0471253534401508,0.7568331762488218,0.011310084825636193,0.03958529688972667,0.001885014137606032,0.0
frog,0.00516795865633075,0.0017226528854435831,0.0714900947459087,0.04823428079242033,0.053402239448751075,0.014642549526270457,0.7846683893195521,0.0103359173126615,0.006029285099052541,0.004306632213608958
horse,0.002171552660152009,0.0,0.01737242128121607,0.006514657980456026,0.04234527687296417,0.008686210640608035,0.0010857763300760044,0.9218241042345277,0.0,0.0
ship,0.06953339432753888,0.01463860933211345,0.01463860933211345,0.020128087831655993,0.010978956999085087,0.004574565416285453,0.010064043915827997,0.0036596523330283625,0.838975297346752,0.012808783165599268
truck,0.023875114784205693,0.04591368227731864,0.0073461891643709825,0.011937557392102846,0.005509641873278237,0.0027548209366391185,0.0009182736455463728,0.014692378328741965,0.017447199265381085,0.869605142332415
