,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8560311284046692,0.0019455252918287938,0.008754863813229572,0.01556420233463035,0.0,0.0,0.11575875486381323,0.0,0.0019455252918287938,0.0
Trouser,0.0,0.9969543147208122,0.0010152284263959391,0.0,0.0,0.0,0.0010152284263959391,0.0,0.0010152284263959391,0.0
Pullover,0.021967526265520534,0.0009551098376313276,0.8720152817574021,0.0066857688634192934,0.034383954154727794,0.0,0.061127029608404965,0.0,0.0019102196752626551,0.0009551098376313276
Dress,0.01812688821752266,0.00906344410876133,0.004028197381671702,0.9295065458207452,0.013091641490433032,0.0,0.02416918429003021,0.0,0.002014098690835851,0.0
Coat,0.0017857142857142857,0.0,0.04285714285714286,0.03482142857142857,0.8294642857142858,0.0008928571428571428,0.0875,0.0,0.0026785714285714286,0.0
Sandal,0.0,0.0,0.0,0.0,0.0,0.9879759519038076,0.0,0.004008016032064128,0.002004008016032064,0.006012024048096192
Shirt,0.08759124087591241,0.006082725060827251,0.030413625304136254,0.01824817518248175,0.025547445255474453,0.0,0.8321167883211679,0.0,0.0,0.0
Sneaker,0.0,0.0,0.0,0.0,0.0,0.008884501480750246,0.0,0.9644619940769991,0.0,0.02665350444225074
Bag,0.0049800796812749,0.00099601593625498,0.0,0.0,0.00099601593625498,0.0,0.0099601593625498,0.0,0.9830677290836654,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.00404040404040404,0.0,0.01919191919191919,0.00101010101010101,0.9757575757575757
