,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8782435129740519,0.000998003992015968,0.011976047904191617,0.006986027944111776,0.0,0.0,0.10079840319361277,0.0,0.000998003992015968,0.0
Trouser,0.0,0.9959432048681541,0.0010141987829614604,0.002028397565922921,0.0,0.0,0.0010141987829614604,0.0,0.0,0.0
Pullover,0.02137546468401487,0.0009293680297397769,0.8485130111524164,0.00929368029739777,0.05018587360594796,0.0009293680297397769,0.06505576208178439,0.0,0.0037174721189591076,0.0
Dress,0.02046783625730994,0.011695906432748537,0.005847953216374269,0.9113060428849903,0.021442495126705652,0.0,0.02631578947368421,0.0,0.0029239766081871343,0.0
Coat,0.001899335232668566,0.000949667616334283,0.039886039886039885,0.02564102564102564,0.8461538461538461,0.0,0.08167141500474834,0.0,0.003798670465337132,0.0
Sandal,0.0010152284263959391,0.0,0.0,0.0,0.0,0.9888324873096447,0.0,0.0040609137055837565,0.0010152284263959391,0.005076142131979695
Shirt,0.08158508158508158,0.002331002331002331,0.029137529137529136,0.022144522144522144,0.037296037296037296,0.0,0.8263403263403264,0.0,0.0011655011655011655,0.0
Sneaker,0.0,0.0,0.0,0.0,0.0,0.01674418604651163,0.0,0.9218604651162791,0.0009302325581395349,0.06046511627906977
Bag,0.003006012024048096,0.001002004008016032,0.001002004008016032,0.0,0.001002004008016032,0.001002004008016032,0.006012024048096192,0.0,0.9869739478957916,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.006376195536663124,0.0,0.005313496280552604,0.0,0.9883103081827843
