epoch,train_acc,val_acc,test_acc
1,37.31,44.12,43.66
2,48.50,45.88,45.42
3,51.31,50.81,50.79
4,53.84,41.63,41.46
5,55.09,53.46,52.97
6,56.30,54.50,54.28
7,57.49,55.55,55.09
8,57.95,54.24,54.35
9,58.74,49.08,49.01
10,59.39,56.07,56.07
