epoch,train_loss,val_loss,test_loss
1,1.71,1.58,1.60
2,1.46,1.55,1.58
3,1.37,1.38,1.40
4,1.33,1.86,1.88
5,1.29,1.35,1.36
6,1.26,1.32,1.34
7,1.23,1.29,1.30
8,1.22,1.34,1.34
9,1.20,1.52,1.53
10,1.19,1.28,1.29
