epoch,train_acc,val_acc,test_acc
1,32.39,54.87,54.34
2,49.93,69.01,68.27
3,57.98,59.85,59.83
4,52.70,65.07,64.22
5,36.86,67.83,67.60
6,70.69,77.83,76.85
7,75.64,80.56,79.96
8,78.24,82.67,81.82
9,80.04,84.89,84.41
10,81.79,85.41,85.32
