epoch,train_loss,val_loss,test_loss
1,11.52,1.08,1.09
2,1.27,0.85,0.88
3,1.16,1.03,1.02
4,1.42,0.87,0.88
5,2.37,0.77,0.79
6,0.79,0.56,0.58
7,0.65,0.49,0.51
8,0.58,0.45,0.48
9,0.55,0.40,0.42
10,0.51,0.40,0.41
