epoch,train_acc,val_acc,test_acc
1,15.39,15.48,15.41
2,19.11,20.35,20.13
3,20.50,23.37,24.04
4,21.53,27.31,26.52
5,22.37,28.13,28.40
6,23.12,28.73,28.22
7,23.98,24.39,23.84
8,24.03,27.35,26.44
9,24.86,30.39,29.78
10,26.19,30.85,30.45
11,28.40,32.59,31.91
12,30.34,36.63,36.55
13,34.23,37.79,37.66
14,44.64,55.49,55.26
15,58.63,60.08,59.59
16,64.99,59.64,60.21
17,69.75,69.17,69.98
18,72.68,73.72,73.51
19,74.81,74.35,74.58
20,77.06,71.55,71.39
