epoch,train_loss,val_loss,test_loss
1,0.93,0.47,0.50
2,0.61,0.51,0.52
3,0.47,0.37,0.39
4,0.42,0.34,0.36
5,0.39,0.32,0.34
6,0.34,0.27,0.29
7,0.32,0.34,0.34
8,0.30,0.26,0.27
9,0.28,0.25,0.26
10,0.28,0.25,0.26
