epoch,train_acc,val_acc,test_acc
1,67.51,81.71,80.51
2,78.48,82.09,81.71
3,83.01,86.86,86.10
4,84.97,86.95,86.31
5,86.14,88.09,87.08
6,87.90,89.77,89.62
7,88.64,87.96,88.18
8,89.20,90.72,90.29
9,89.97,90.82,90.93
10,90.04,90.71,90.63
