,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.7865646258503401,0.003401360544217687,0.013605442176870748,0.027210884353741496,0.0017006802721088435,0.0,0.1641156462585034,0.0,0.003401360544217687,0.0
Trouser,0.0,0.9989743589743589,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pullover,0.016100178890876567,0.0,0.8211091234347049,0.006261180679785331,0.057245080500894455,0.0,0.09570661896243292,0.0,0.0035778175313059034,0.0
Dress,0.010794896957801767,0.015701668302257114,0.0068694798822374874,0.9106967615309126,0.03042198233562316,0.0,0.022571148184494603,0.0,0.002944062806673209,0.0
Coat,0.0009578544061302681,0.0009578544061302681,0.040229885057471264,0.017241379310344827,0.8371647509578544,0.0,0.10153256704980843,0.0,0.0019157088122605363,0.0
Sandal,0.0,0.0,0.0,0.0,0.0,0.9818731117824774,0.0,0.005035246727089627,0.005035246727089627,0.008056394763343404
Shirt,0.058646616541353384,0.004511278195488722,0.02406015037593985,0.022556390977443608,0.0406015037593985,0.0,0.8466165413533835,0.0,0.0030075187969924814,0.0
Sneaker,0.000942507068803016,0.0,0.0,0.0,0.0,0.016965127238454288,0.0,0.9311969839773798,0.001885014137606032,0.049010367577756835
Bag,0.005025125628140704,0.0020100502512562816,0.0,0.0,0.0020100502512562816,0.0,0.008040201005025126,0.0,0.9829145728643216,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.007337526205450734,0.0,0.007337526205450734,0.0,0.9853249475890985
