,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8001760563380281,0.0017605633802816902,0.01232394366197183,0.01584507042253521,0.0008802816901408451,0.0,0.1637323943661972,0.0,0.0044014084507042256,0.0008802816901408451
Trouser,0.0,0.9959266802443992,0.0010183299389002036,0.003054989816700611,0.0,0.0,0.0,0.0,0.0,0.0
Pullover,0.011505273250239693,0.0,0.8609779482262704,0.010546500479386385,0.04218600191754554,0.0,0.07190795781399809,0.0,0.0028763183125599234,0.0
Dress,0.022704837117472853,0.012833168805528134,0.008884501480750246,0.8973346495557749,0.02665350444225074,0.0,0.028627838104639685,0.0,0.0029615004935834156,0.0
Coat,0.0018066847335140017,0.0027100271002710027,0.04155374887082204,0.032520325203252036,0.8066847335140018,0.0,0.1102077687443541,0.0,0.004516711833785004,0.0
Sandal,0.0,0.0,0.0,0.0,0.0,0.9909182643794148,0.0,0.004036326942482341,0.0010090817356205853,0.004036326942482341
Shirt,0.07103825136612021,0.004098360655737705,0.04371584699453552,0.031420765027322405,0.04781420765027322,0.0,0.7991803278688525,0.0,0.00273224043715847,0.0
Sneaker,0.0,0.0,0.0,0.0,0.0,0.011352885525070956,0.0,0.9366130558183539,0.001892147587511826,0.050141911069063384
Bag,0.0020304568527918783,0.0010152284263959391,0.0,0.0,0.0,0.0,0.003045685279187817,0.0,0.9939086294416244,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.006289308176100629,0.0,0.9874213836477987
