epoch,train_acc,val_acc,test_acc
1,57.51,80.54,79.52
2,82.37,85.45,85.23
3,85.16,87.10,86.24
4,86.00,87.71,87.24
5,87.29,88.91,88.86
6,87.83,89.78,90.36
7,88.11,90.15,90.30
8,88.65,89.84,89.94
9,88.91,89.90,89.99
10,89.09,91.04,90.65
