epoch,train_acc,val_acc,test_acc
1,19.16,29.54,29.11
2,28.91,32.71,33.38
3,34.49,28.46,28.84
4,40.36,25.37,24.93
5,45.47,41.17,40.41
6,51.34,52.15,52.45
7,57.65,62.87,62.45
8,62.79,64.84,65.19
9,66.75,58.77,59.44
10,70.11,68.86,68.91
