epoch,train_loss,val_loss,test_loss
1,2.26,1.83,1.83
2,1.82,1.77,1.76
3,1.69,1.86,1.86
4,1.58,2.19,2.21
5,1.46,1.66,1.68
6,1.33,1.40,1.40
7,1.18,1.17,1.18
8,1.06,1.08,1.08
9,0.96,1.24,1.23
10,0.86,0.96,0.96
