epoch,train_loss,val_loss,test_loss
1,1.39,1.10,1.10
2,0.98,0.94,0.94
3,0.83,1.00,1.02
4,0.74,0.74,0.74
5,0.67,0.89,0.89
6,0.60,0.80,0.81
7,0.56,0.63,0.63
8,0.51,0.59,0.59
9,0.47,0.67,0.67
10,0.43,0.61,0.62
