epoch,train_acc,val_acc,test_acc
1,50.26,61.44,61.33
2,65.41,67.27,67.51
3,70.94,65.97,65.74
4,74.00,74.59,75.04
5,76.60,69.56,69.83
6,79.10,72.53,73.23
7,80.92,78.75,78.25
8,82.07,79.35,79.62
9,83.66,77.57,77.42
10,85.05,79.43,78.55
