epoch,train_acc,val_acc,test_acc
1,63.19,79.00,79.16
2,76.41,81.42,81.60
3,80.72,84.97,84.51
4,83.69,86.85,87.05
5,86.09,89.08,88.84
6,87.67,89.83,89.87
7,89.00,90.03,90.07
8,89.71,89.86,89.19
9,90.16,90.67,90.15
10,91.02,91.59,91.14
