epoch,train_loss,val_loss,test_loss
1,1.08,0.55,0.55
2,0.61,0.55,0.56
3,0.52,0.45,0.47
4,0.45,0.38,0.39
5,0.39,0.34,0.35
6,0.35,0.30,0.30
7,0.32,0.29,0.29
8,0.30,0.29,0.30
9,0.28,0.28,0.28
10,0.26,0.24,0.25
