epoch,train_acc,val_acc,test_acc
1,33.23,52.87,53.27
2,58.59,64.41,64.41
3,70.72,70.92,70.42
4,79.83,73.31,73.20
5,87.98,74.10,73.79
6,93.65,73.06,72.83
7,96.03,74.90,73.80
8,97.19,74.23,73.82
9,97.39,74.55,74.23
10,98.00,74.44,74.10
