epoch,train_acc,val_acc,test_acc
1,32.24,53.92,53.65
2,60.80,66.83,67.20
3,72.37,72.84,73.13
4,80.06,74.47,74.06
5,87.69,75.72,75.03
6,93.14,76.07,75.15
7,95.94,75.29,75.18
8,96.90,74.72,74.56
9,97.43,75.87,75.76
10,97.80,75.69,75.31
