epoch,train_loss,val_loss,test_loss
1,1.81,1.29,1.29
2,1.11,0.94,0.95
3,0.80,0.77,0.78
4,0.57,0.77,0.77
5,0.35,0.76,0.79
6,0.20,0.91,0.96
7,0.12,1.14,1.20
8,0.10,1.24,1.27
9,0.08,1.12,1.15
10,0.07,1.28,1.30
