epoch,train_loss,val_loss,test_loss
1,1.60,1.54,1.55
2,1.33,1.71,1.72
3,1.22,1.57,1.57
4,1.14,1.38,1.37
5,1.08,1.24,1.24
6,1.03,1.24,1.24
7,0.99,1.14,1.11
8,0.95,1.38,1.36
9,0.92,1.43,1.43
10,0.89,1.18,1.19
