epoch,train_acc,val_acc,test_acc
1,9.88,9.75,10.00
2,9.88,9.75,10.00
3,9.88,9.75,10.00
4,9.88,9.75,10.00
5,9.88,9.75,10.00
6,9.88,9.75,10.00
7,9.88,9.75,10.00
8,9.88,9.75,10.00
9,9.88,9.75,10.00
10,9.88,9.75,10.00
