epoch,train_acc,val_acc,test_acc
1,10.00,9.85,10.00
2,9.86,9.68,10.00
3,10.10,9.38,10.00
4,10.00,9.68,10.00
5,9.90,10.28,10.00
6,9.91,10.16,10.00
7,10.09,9.38,10.00
8,9.71,10.03,10.00
9,9.99,9.97,10.00
10,9.96,9.38,10.00
