,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0,0,0,0,0,0,0,0,0,0
Trouser,0,0,0,0,0,0,0,0,0,0
Pullover,0,0,0,0,0,0,0,0,0,0
Dress,0,0,0,0,0,0,0,0,0,0
Coat,0,0,0,0,0,0,0,0,0,0
Sandal,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Shirt,0,0,0,0,0,0,0,0,0,0
Sneaker,0,0,0,0,0,0,0,0,0,0
Bag,0,0,0,0,0,0,0,0,0,0
Ankle boot,0,0,0,0,0,0,0,0,0,0
