epoch,train_loss,val_loss,test_loss
1,12.34,1.55,1.55
2,1.84,1.70,1.69
3,1.81,1.39,1.37
4,1.89,1.76,1.75
5,1.95,1.73,1.72
6,3.01,12.84,12.95
7,4.07,0.79,0.80
8,0.91,0.92,0.92
9,0.79,0.64,0.66
10,0.74,0.60,0.61
