epoch,train_acc,val_acc,test_acc
1,21.79,43.23,43.76
2,28.00,34.51,34.82
3,29.53,44.23,44.95
4,27.15,23.88,24.06
5,23.16,26.71,27.75
6,19.95,10.37,10.00
7,49.60,69.39,68.94
8,65.83,65.96,65.48
9,70.10,74.67,74.08
10,72.32,77.73,77.82
