epoch,train_acc,val_acc,test_acc
1,49.13,44.61,45.23
2,62.21,59.24,59.37
3,68.05,65.12,65.44
4,72.33,52.48,52.39
5,75.11,68.94,68.45
6,78.38,69.84,70.35
7,80.74,66.00,65.70
8,83.30,68.45,68.49
9,85.07,67.84,67.74
10,87.27,65.17,65.69
