epoch,train_loss,val_loss,test_loss
1,1.39,1.75,1.76
2,1.05,1.16,1.16
3,0.90,0.99,0.98
4,0.79,1.58,1.56
5,0.70,0.90,0.90
6,0.61,0.89,0.89
7,0.54,1.05,1.05
8,0.47,1.01,1.01
9,0.41,1.11,1.09
10,0.36,1.28,1.23
