,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.7681818181818182,0.014772727272727272,0.045454545454545456,0.02727272727272727,0.01818181818181818,0.004545454545454545,0.005681818181818182,0.014772727272727272,0.04431818181818182,0.056818181818181816
automobile,0.016489988221436984,0.8692579505300353,0.004711425206124852,0.008244994110718492,0.0035335689045936395,0.002355712603062426,0.002355712603062426,0.002355712603062426,0.015312131919905771,0.07538280329799764
bird,0.07258064516129033,0.010080645161290322,0.6098790322580645,0.07661290322580645,0.06149193548387097,0.07661290322580645,0.028225806451612902,0.036290322580645164,0.018145161290322582,0.010080645161290322
cat,0.022770398481973434,0.008538899430740038,0.05313092979127135,0.46774193548387094,0.04554079696394687,0.269449715370019,0.028462998102466792,0.0730550284629981,0.012333965844402278,0.018975332068311195
deer,0.022222222222222223,0.005291005291005291,0.06984126984126984,0.08148148148148149,0.6402116402116402,0.061375661375661375,0.007407407407407408,0.09735449735449736,0.0031746031746031746,0.01164021164021164
dog,0.0039603960396039604,0.0019801980198019802,0.05742574257425743,0.12079207920792079,0.01782178217821782,0.7306930693069307,0.009900990099009901,0.053465346534653464,0.0019801980198019802,0.0019801980198019802
frog,0.019834710743801654,0.018732782369146005,0.09035812672176309,0.1118457300275482,0.11294765840220386,0.08264462809917356,0.503030303030303,0.025895316804407712,0.007713498622589532,0.02699724517906336
horse,0.010625737898465172,0.0070838252656434475,0.023612750885478158,0.021251475796930343,0.04014167650531287,0.05548996458087367,0.0023612750885478157,0.8229043683589138,0.0023612750885478157,0.014167650531286895
ship,0.0985576923076923,0.07532051282051282,0.010416666666666666,0.023237179487179488,0.01201923076923077,0.005608974358974359,0.00641025641025641,0.003205128205128205,0.7075320512820513,0.057692307692307696
truck,0.026589595375722544,0.10404624277456648,0.003468208092485549,0.013872832369942197,0.004624277456647399,0.003468208092485549,0.0,0.005780346820809248,0.016184971098265895,0.8219653179190751
