epoch,train_acc,val_acc,test_acc
1,81.57,85.12,84.48
2,87.62,86.80,86.42
3,88.94,87.97,87.68
4,89.87,89.34,89.09
5,90.50,89.61,89.02
6,91.14,88.85,88.36
7,91.71,89.54,89.45
8,91.94,90.19,89.57
9,92.42,90.32,89.70
10,93.02,90.62,89.88
11,93.26,90.50,89.65
12,93.76,90.38,90.11
13,93.93,90.53,90.20
14,94.24,90.67,89.72
15,94.71,90.21,89.96
16,94.93,90.19,89.59
17,95.40,90.70,89.97
18,95.54,90.04,89.64
19,95.60,90.18,89.62
20,96.13,89.98,89.75
