,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
T-shirt/top,0.8756756756756757,0.0,0.00972972972972973,0.011891891891891892,0.003243243243243243,0.0,0.09621621621621622,0.0,0.002162162162162162,0.001081081081081081
Trouser,0.0010141987829614604,0.9908722109533469,0.0,0.006085192697768763,0.0,0.0,0.0010141987829614604,0.0,0.0010141987829614604,0.0
Pullover,0.01644398766700925,0.0,0.8530318602261048,0.009249743062692703,0.05755395683453238,0.0,0.06063720452209661,0.0,0.003083247687564234,0.0
Dress,0.022571148184494603,0.013738959764474975,0.007850834151128557,0.8979391560353287,0.03532875368007851,0.0,0.018645731108930325,0.0,0.003925417075564278,0.0
Coat,0.0031746031746031746,0.004232804232804233,0.06349206349206349,0.022222222222222223,0.8497354497354498,0.0,0.05185185185185185,0.0,0.005291005291005291,0.0
Sandal,0.003992015968063872,0.0,0.000998003992015968,0.0,0.0,0.9720558882235529,0.000998003992015968,0.011976047904191617,0.0029940119760479044,0.006986027944111776
Shirt,0.11842105263157894,0.002631578947368421,0.0780701754385965,0.031578947368421054,0.08859649122807017,0.0,0.6754385964912281,0.0,0.005263157894736842,0.0
Sneaker,0.0,0.0,0.0,0.0,0.0,0.01848249027237354,0.0,0.9406614785992218,0.0048638132295719845,0.03599221789883268
Bag,0.008008008008008008,0.002002002002002002,0.003003003003003003,0.002002002002002002,0.001001001001001001,0.0,0.012012012012012012,0.0,0.9719719719719719,0.0
Ankle boot,0.0,0.0,0.0,0.0,0.0,0.007121057985757884,0.0,0.021363173957273652,0.0,0.9715157680569685
