epoch,train_acc,val_acc,test_acc
1,13.85,18.33,18.29
2,15.74,18.88,18.82
3,16.15,19.86,19.99
4,16.74,16.61,16.27
5,17.16,21.76,21.96
6,17.68,20.69,21.04
7,17.78,19.43,19.20
8,18.42,21.94,21.12
9,18.63,21.13,20.73
10,18.50,18.47,17.64
