epoch,train_acc,val_acc,test_acc
1,42.19,45.32,44.53
2,52.96,42.65,43.03
3,56.99,45.87,45.38
4,59.88,52.58,53.49
5,61.84,57.56,57.55
6,63.79,57.46,58.05
7,65.14,60.68,60.51
8,66.36,53.94,54.63
9,67.35,54.43,55.20
10,68.56,59.88,59.92
11,69.39,59.74,60.67
12,70.34,59.73,59.49
13,71.17,59.61,59.94
14,71.87,62.61,62.14
15,73.08,62.39,62.16
