epoch,train_loss,val_loss,test_loss
1,1.39,1.32,1.31
2,1.05,1.21,1.20
3,0.89,0.98,0.97
4,0.78,1.23,1.23
5,0.69,0.88,0.88
6,0.61,0.90,0.90
7,0.55,0.93,0.93
8,0.48,1.09,1.11
9,0.42,0.94,0.95
10,0.37,1.05,1.07
