epoch,train_acc,val_acc,test_acc
1,49.08,54.13,54.15
2,62.35,57.07,57.97
3,68.52,65.84,66.30
4,72.43,59.57,59.41
5,75.42,69.54,69.94
6,78.40,69.61,69.52
7,80.68,69.72,70.08
8,82.90,66.77,66.90
9,85.04,71.55,71.86
10,86.83,68.51,68.81
