,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.7244986922406277,0.011333914559721011,0.07149084568439407,0.03836094158674804,0.02005231037489102,0.008718395815170008,0.010462074978204011,0.013949433304272014,0.07410636442894507,0.02702702702702703
automobile,0.011560693641618497,0.8516377649325626,0.00674373795761079,0.009633911368015413,0.00674373795761079,0.005780346820809248,0.009633911368015413,0.005780346820809248,0.024084778420038536,0.06840077071290944
bird,0.04534883720930233,0.002325581395348837,0.6988372093023256,0.0686046511627907,0.06162790697674419,0.037209302325581395,0.03255813953488372,0.027906976744186046,0.015116279069767442,0.010465116279069767
cat,0.009695290858725761,0.0110803324099723,0.055401662049861494,0.628808864265928,0.0664819944598338,0.11080332409972299,0.062326869806094184,0.036011080332409975,0.0110803324099723,0.008310249307479225
deer,0.023783783783783784,0.002162162162162162,0.08756756756756756,0.07135135135135136,0.7091891891891892,0.024864864864864864,0.021621621621621623,0.043243243243243246,0.014054054054054054,0.002162162162162162
dog,0.00427715996578272,0.003421727972626176,0.06501283147989735,0.1710863986313088,0.04961505560307956,0.6261762189905903,0.020530367835757058,0.04704875962360992,0.005988023952095809,0.006843455945252352
frog,0.01038961038961039,0.012121212121212121,0.05281385281385281,0.0761904761904762,0.04935064935064935,0.04242424242424243,0.7281385281385281,0.007792207792207792,0.012121212121212121,0.008658008658008658
horse,0.010978956999085087,0.0018298261665141812,0.0384263494967978,0.043000914913083256,0.08234217749313816,0.04940530649588289,0.006404391582799634,0.7401646843549863,0.009149130832570906,0.018298261665141813
ship,0.035754189944134075,0.013407821229050279,0.00782122905027933,0.01005586592178771,0.00782122905027933,0.0033519553072625698,0.00782122905027933,0.0067039106145251395,0.8916201117318435,0.01564245810055866
truck,0.028112449799196786,0.05923694779116466,0.0030120481927710845,0.023092369477911646,0.001004016064257028,0.01104417670682731,0.006024096385542169,0.009036144578313253,0.02710843373493976,0.8323293172690763
