epoch,train_loss,val_loss,test_loss
1,1.81,1.34,1.35
2,1.17,1.01,1.02
3,0.84,0.84,0.85
4,0.59,0.79,0.80
5,0.35,0.86,0.88
6,0.18,1.00,1.03
7,0.12,1.14,1.18
8,0.09,1.21,1.23
9,0.08,1.19,1.22
10,0.06,1.26,1.30
