epoch,train_loss,val_loss,test_loss
1,1.16,0.58,0.58
2,0.59,0.47,0.48
3,0.52,0.44,0.45
4,0.45,0.43,0.44
5,0.40,0.41,0.41
6,0.37,0.39,0.39
7,0.33,0.33,0.33
8,0.31,0.33,0.33
9,0.29,0.32,0.33
10,0.27,0.31,0.31
