epoch,train_acc,val_acc,test_acc
1,61.00,80.65,80.30
2,77.61,82.53,82.49
3,80.61,85.44,84.70
4,83.27,83.55,82.77
5,85.35,88.38,88.18
6,86.83,87.55,87.50
7,88.06,89.71,89.36
8,88.98,89.30,88.96
9,89.81,90.26,89.95
10,90.40,90.78,90.63
