epoch,train_acc,val_acc,test_acc
1,83.03,86.48,86.39
2,87.86,87.84,87.83
3,89.33,89.19,88.63
4,90.06,88.73,88.43
5,90.84,89.53,88.53
6,91.35,90.01,89.33
7,91.78,90.35,89.65
8,92.25,90.67,89.92
9,92.48,89.94,89.63
10,93.00,90.31,89.67
