epoch,train_loss,val_loss,test_loss
1,0.46,0.37,0.39
2,0.33,0.32,0.34
3,0.29,0.29,0.31
4,0.27,0.31,0.32
5,0.25,0.29,0.32
6,0.23,0.28,0.29
7,0.22,0.27,0.29
8,0.21,0.27,0.29
9,0.20,0.28,0.29
10,0.19,0.29,0.31
