epoch,train_acc,val_acc,test_acc
1,84.29,88.80,88.53
2,90.50,91.38,91.25
3,91.67,92.12,91.82
4,92.65,93.29,92.43
5,93.28,91.99,91.58
6,93.88,93.33,93.01
7,94.45,93.31,93.30
8,94.99,92.97,92.97
9,95.27,94.10,93.57
10,95.95,93.79,93.68
