epoch,train_loss,val_loss,test_loss
1,1.39,1.54,1.53
2,1.07,1.21,1.21
3,0.91,0.93,0.91
4,0.78,1.19,1.19
5,0.69,0.88,0.88
6,0.62,0.88,0.87
7,0.55,0.95,0.94
8,0.48,1.08,1.08
9,0.42,1.00,0.98
10,0.37,1.11,1.09
11,0.32,1.04,1.03
12,0.28,1.26,1.24
13,0.25,1.21,1.19
14,0.22,1.24,1.22
15,0.19,1.30,1.30
16,0.17,1.38,1.37
17,0.16,1.49,1.47
18,0.14,1.64,1.60
19,0.13,1.71,1.73
20,0.12,1.69,1.68
21,0.12,1.73,1.72
22,0.11,1.73,1.72
23,0.10,1.78,1.78
24,0.10,1.85,1.89
25,0.09,1.87,1.85
