,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck
airplane,0.655076495132128,0.025034770514603615,0.059805285118219746,0.02642559109874826,0.012517385257301807,0.015299026425591099,0.011126564673157162,0.012517385257301807,0.13908205841446453,0.043115438108484005
automobile,0.023114355231143552,0.7968369829683698,0.009732360097323601,0.0072992700729927005,0.0024330900243309003,0.0024330900243309003,0.0036496350364963502,0.0036496350364963502,0.04257907542579075,0.10827250608272507
bird,0.1378413524057217,0.01950585175552666,0.3530559167750325,0.09817945383615084,0.09362808842652796,0.09557867360208062,0.027308192457737322,0.06566970091027308,0.07932379713914174,0.02990897269180754
cat,0.041379310344827586,0.027586206896551724,0.041379310344827586,0.3586206896551724,0.07241379310344828,0.20517241379310344,0.02586206896551724,0.0896551724137931,0.05172413793103448,0.08620689655172414
deer,0.051210428305400374,0.0260707635009311,0.09217877094972067,0.10242085661080075,0.4329608938547486,0.07262569832402235,0.020484171322160148,0.12011173184357542,0.04748603351955307,0.03445065176908752
dog,0.013285024154589372,0.010869565217391304,0.07246376811594203,0.17753623188405798,0.033816425120772944,0.5314009661835749,0.012077294685990338,0.09782608695652174,0.020531400966183576,0.030193236714975844
frog,0.05031201248049922,0.06318252730109204,0.0748829953198128,0.12831513260530422,0.10413416536661467,0.0655226209048362,0.3486739469578783,0.032371294851794075,0.06396255850234009,0.0686427457098284
horse,0.016973125884016973,0.014144271570014143,0.03253182461103253,0.02545968882602546,0.056577086280056574,0.04101838755304102,0.002828854314002829,0.7581329561527581,0.009900990099009901,0.042432814710042434
ship,0.08041958041958042,0.05419580419580419,0.006993006993006993,0.012237762237762238,0.0,0.006993006993006993,0.005244755244755245,0.0,0.7954545454545454,0.038461538461538464
truck,0.03523489932885906,0.06879194630872483,0.006711409395973154,0.008389261744966443,0.0050335570469798654,0.003355704697986577,0.0016778523489932886,0.010067114093959731,0.031879194630872486,0.8288590604026845
