epoch,train_acc,val_acc,test_acc
1,42.03,44.10,43.85
2,52.66,54.51,54.54
3,56.91,51.31,51.08
4,59.53,47.59,48.02
5,62.05,58.59,59.22
6,63.55,60.24,60.54
7,65.34,49.69,49.94
8,66.44,61.05,60.95
9,67.37,61.50,61.26
10,68.54,51.35,51.62
11,69.50,58.66,58.86
12,70.47,61.36,61.79
13,71.03,59.38,59.70
14,71.82,62.57,62.77
15,72.48,60.56,60.79
16,73.28,60.71,59.98
17,73.59,61.65,61.61
18,74.35,62.12,62.19
19,75.02,57.53,57.76
20,75.89,61.27,61.18
