epoch,train_loss,val_loss,test_loss
1,1.60,1.55,1.55
2,1.33,1.29,1.28
3,1.22,1.37,1.38
4,1.15,1.58,1.57
5,1.08,1.17,1.16
6,1.03,1.15,1.13
7,0.99,1.56,1.55
8,0.95,1.13,1.12
9,0.92,1.12,1.11
10,0.89,1.58,1.58
11,0.86,1.22,1.19
12,0.84,1.13,1.12
13,0.82,1.21,1.20
14,0.79,1.15,1.13
15,0.77,1.20,1.17
16,0.76,1.25,1.25
17,0.74,1.18,1.17
18,0.72,1.21,1.18
19,0.70,1.40,1.38
20,0.68,1.25,1.23
