epoch,train_loss,val_loss,test_loss
1,1.87,1.47,1.46
2,1.31,1.05,1.03
3,1.03,0.85,0.84
4,0.89,0.77,0.77
5,0.78,0.71,0.73
6,0.69,0.65,0.66
7,0.61,0.65,0.66
8,0.53,0.58,0.60
9,0.46,0.57,0.58
10,0.50,0.55,0.57
