epoch,train_acc,val_acc,test_acc
1,10.11,9.64,10.00
2,10.15,10.09,10.00
3,10.22,9.91,10.00
4,9.99,9.95,10.00
5,9.71,9.64,10.00
6,9.96,9.64,10.00
7,9.64,9.64,10.00
8,9.70,9.64,10.00
9,9.78,9.95,10.00
10,9.88,9.83,10.00
